"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"647","Congressional Committee Prints","CPRT-94SPRT75404O","CPRT-94SPRT75404O","Farm and food policy, 1977: Committee on Agriculture and Forestry, United States Senate.","https://www.govinfo.gov/app/details/CPRT-94SPRT75404O/CPRT-94SPRT75404O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT75404O/pdf/CPRT-94SPRT75404O.pdf","132.3 MB","","0 B","","0 B","","0 B","","0 B"," Printed for the use of the Committee on Agriculture and Forestry 94£M SE88 } COMMITTEE PRINT 2d Session J FARM AND FOOD POLICY 1977 COMMITTEE ON AGRICULTURE AND FORESTRY UNITED STATES SENATE SEPTEMBER 15. 1976 Printed for the use of the Committee on Agriculture and Forestry U.S. GOVERNMENT PRINTING OFFICE 75-404 0 WASHINGTON : 1976 For sale...","","1976-09-15"
"648","Congressional Committee Prints","CPRT-95SPRT24112O","CPRT-95SPRT24112O","Executive energy documents: printed at the request of Henry M. Jackson, chairman, Committee on Energy and Natural Resources, United States Senate.","https://www.govinfo.gov/app/details/CPRT-95SPRT24112O/CPRT-95SPRT24112O","https://www.govinfo.gov/content/pkg/CPRT-95SPRT24112O/pdf/CPRT-95SPRT24112O.pdf","200.3 MB","","0 B","","0 B","","0 B","","0 B"," PRINTED AT THE REQUEST OF Henry M. Jackson, Chairman COMMITTEE ON ENERGY AND NATURAL RESOURCES UNITED STATES SENATE Publication No. 95-114 JULY 1978 Printed for the use of the Committee on Energy and Natural Resources 95th Congress 1 2d Session J COMMITTEE PRINT EXECUTIVE ENERGY DOCUMENTS PRINTED AT THE REQUEST OF Henry M. Jackson, Chairman ...","","1978-07-01"
"649","Congressional Committee Prints","CPRT-92SPRT69110O","CPRT-92SPRT69110O","Reform of federally funded manpower training programs: background material.","https://www.govinfo.gov/app/details/CPRT-92SPRT69110O/CPRT-92SPRT69110O","https://www.govinfo.gov/content/pkg/CPRT-92SPRT69110O/pdf/CPRT-92SPRT69110O.pdf","206.0 MB","","0 B","","0 B","","0 B","","0 B"," Material Prepared by the Majority Staff tfITTEE ON EMPLOYMENT, MANPOWER, AND POVERTY OF THE COMMITTEE ON LABOR AND PUBLIC WELFARE UNITED STATES SENATE DECEMBER 1971 Printed for the use of the Committee on Labor and Public Welfare 9?d. Congress 1 COMMITTEE PRINT1st Session J REFORM OF FEDERALLY FUNDED MANPOWER TRAINING PROGRAMS Background ...","","1971-12-01"
"650","Congressional Committee Prints","CPRT-94SPRT40375O","CPRT-94SPRT40375O","Background information on the Committee on Foreign Relations, United States Senate, May 1975.","https://www.govinfo.gov/app/details/CPRT-94SPRT40375O/CPRT-94SPRT40375O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT40375O/pdf/CPRT-94SPRT40375O.pdf","46.6 MB","","0 B","","0 B","","0 B","","0 B"," THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE (3D REVISED EDITION) MAY 1975 Printed for the use of the Committee on Foreign Relations U.S. GOVERNMENT PRINTING OFFICE 40-375 O WASHINGTON 1,19,7a -- . __ kahsas state university lib jary COMMITTEE ON FOREIGN RELATIONS JOHN SPARKMAN, Alabama, Chairman MIKE MANSFIELD, Montana FRANK CHURCH, ...","","1975-05-01"
"651","Congressional Committee Prints","CPRT-110JPRT37767","CPRT-110JPRT37767","ANNUAL REPORT ON INTERNATIONAL RELIGIOUS FREEDOM 2007","https://www.govinfo.gov/app/details/CPRT-110JPRT37767/CPRT-110JPRT37767","https://www.govinfo.gov/content/pkg/CPRT-110JPRT37767/pdf/CPRT-110JPRT37767.pdf","2.5 MB","https://www.govinfo.gov/content/pkg/CPRT-110JPRT37767/html/CPRT-110JPRT37767.htm","1.6 KB","","0 B","","0 B","","0 B","FOREIGN AFFAIRS U.S. HOUSE OF REPRESENTATIVES AND THE COMMITTE ON FOREIGN RELATIONS U.S. SENATE BY THE DEPARTMENT OF STATE IN ACCORDANCE WITH SECTION 102 OF THE INTERNATIONAL RELIGIOUS FREEDOM ACT OF 1998 Available via the World Wide Web: http://www.foreignaffairs.house.gov/ [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] FEBRUARY 2008 Printed for the use ...","","2008-02-01"
"652","Congressional Committee Prints","CPRT-95HPRT40365O","CPRT-95HPRT40365O","Principal energy research and development legislation: enactments and amendments through the 95th Congress affecting the Department of Energy: report prepared by the Subcommittee on Fossil and Nuclear Energy Research, Development and Demonstration of the Committee on Science and Technology, U.S. House of Representatives, Ninety-fifth Congress, second session; [compiled by Jim Turner and Carolyn Crawford].","https://www.govinfo.gov/app/details/CPRT-95HPRT40365O/CPRT-95HPRT40365O","https://www.govinfo.gov/content/pkg/CPRT-95HPRT40365O/pdf/CPRT-95HPRT40365O.pdf","295.1 MB","","0 B","","0 B","","0 B","","0 B"," THROUGH THE 95TH CONGRESS AFFECTING THE DEPARTMENT OF ENERGY REPORT PREPARED BY THE SUBCOMMITTEE ON FOSSIL AND NUCLEAR ENERGY RESEARCH, DEVELOPMENT AND DEMONSTRATION OF THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS SECOND SESSION Serial TTT DECEMBER 1978 Printed for the use of the Committee on...","","1978-12-01"
"653","Congressional Committee Prints","CPRT-94HPRT77364OpIV","CPRT-94HPRT77364OpIV","Seizure of the Mayaguez. Part 4: Reports of the Comptroller General of the United States submitted to the Subcommittee on International Political and Military Affairs, Committee on International Relations, Ninety-fourth Congress, first session ...","https://www.govinfo.gov/app/details/CPRT-94HPRT77364OpIV/CPRT-94HPRT77364OpIV","https://www.govinfo.gov/content/pkg/CPRT-94HPRT77364OpIV/pdf/CPRT-94HPRT77364OpIV.pdf","76.4 MB","","0 B","","0 B","","0 B","","0 B"," GENERAL OF THE UNITED STATES SUBMITTED TO THE SUBCOMMITTEE ON INTERNATIONAL POLITICAL AND MILITARY AFFAIRS COMMITTEE ON INTERNATIONAL RELATIONS OCTOBER 4, 1976 Printed for the use of the Committee on International Relations 77-364 o U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1976 COMMITTEE ON INTERNATIONAL RELATIONS , Pennsylvania, ...","","1976-10-04"
"654","Congressional Committee Prints","CPRT-95HPRT30616O","CPRT-95HPRT30616O","Human rights conditions in selected countries and the U.S. response: prepared for the Subcommittee on International Organizations of the Committee on International Relations.","https://www.govinfo.gov/app/details/CPRT-95HPRT30616O/CPRT-95HPRT30616O","https://www.govinfo.gov/content/pkg/CPRT-95HPRT30616O/pdf/CPRT-95HPRT30616O.pdf","156.3 MB","","0 B","","0 B","","0 B","","0 B"," SUBCOMMITTEE ON INTERNATIONA ORGANIZATIONS “ * OF THE FARRELL LIBRARY KANSAS STATE UNIVERSITY COMMITTEE ON INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES BY THE FOREIGN AFFAIRS AND NATIONAL DEFENSE DIVISION, CONGRESSIONAL RESEARCH SERVICE, LIBRARY OF CONGRESS JULY 25, 1078 Prepared for the use of the Committee on International Relations ...","","1978-07-25"
"655","Congressional Committee Prints","CPRT-90HPRT20937","CPRT-90HPRT20937","Survey of activities of the Committee on Foreign Affairs, House of Representatives, Ninetieth Congress, January 10, 1967-October 14, 1968.","https://www.govinfo.gov/app/details/CPRT-90HPRT20937/CPRT-90HPRT20937","https://www.govinfo.gov/content/pkg/CPRT-90HPRT20937/pdf/CPRT-90HPRT20937.pdf","58.7 MB","","0 B","","0 B","","0 B","","0 B","COMMITTEE ON FOREIGN AFFAIRS HOUSE OF REPRESENTATIVES January 10, 1967-October 14, 1968 Printed for the use of the Committee on Foreign Affairs U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1967 COMMITTEE ON FOREIGN AFFAIRS THOMAS E. MORGAN, Pennsylvania, Chairman CLEMENT J. ZABLOCKI, Wisconsin OMAR BURLESON, Texas* EDNA F. KELLY, New York WAYNE L. ...","","1967-01-10"
"656","Congressional Committee Prints","CPRT-96HPRT47987Op1","CPRT-96HPRT47987Op1","Minutes of the business meetings and hearings of the Committee on Agriculture. Part 1: 96th Cong: 1st sess.: Part 1(1979), House of Representatives (pursuant to Committee rule IVf).","https://www.govinfo.gov/app/details/CPRT-96HPRT47987Op1/CPRT-96HPRT47987Op1","https://www.govinfo.gov/content/pkg/CPRT-96HPRT47987Op1/pdf/CPRT-96HPRT47987Op1.pdf","192.2 MB","","0 B","","0 B","","0 B","","0 B","U] m m □ □ (Pursuant to Committee Rule IVf) PART 1 June 28, 1979.—Printed for the use of the Committee on Agriculture 96th Congress 1 COMMITTEE PRINT 1st Session J MINUTES OF THE BUSINESS MEETINGS AND HEARINGS OF THE COMMITTEE ON AGRICULTURE HOUSE OF REPRESENTATIVES (Pursuant to Committee Rule IVf) PART 1 U.S. GOVERNMENT PRINTING OFFICE 47-987 O ...","","1979-06-28"
"657","Congressional Committee Prints","CPRT-93SPRT96780","CPRT-93SPRT96780","Review and manner of investigating mandate pursuant to S. Res. 9, 93d Congress: a working paper.","https://www.govinfo.gov/app/details/CPRT-93SPRT96780/CPRT-93SPRT96780","https://www.govinfo.gov/content/pkg/CPRT-93SPRT96780/pdf/CPRT-93SPRT96780.pdf","13.6 MB","","0 B","","0 B","","0 B","","0 B","INVESTIGATING MANDATE PURSUANT TO S. RES. 9, 93d CONGRESS A WORKING PAPER PREPARED FOR THE SPECIAL COMMITTEE ON THE TERMINATION OF THE NATIONAL EMERGENCY UNITED STATES SENATE MARCH 1973 Printed for the use of the Special Committee on the Termination of the National Emergency U.S. GOVERNMENT PRINTING OFFICE 96-780 WASHINGTON : 1973 KANSAS STATE ...","","1973-03-01"
"658","Congressional Committee Prints","CPRT-89SPRT56678O","CPRT-89SPRT56678O","Enactments by the 89th Congress concerning education and training, first session, 1965: with related Presidential recommendations, legislative histories of the bills, and digests of the enactments.","https://www.govinfo.gov/app/details/CPRT-89SPRT56678O/CPRT-89SPRT56678O","https://www.govinfo.gov/content/pkg/CPRT-89SPRT56678O/pdf/CPRT-89SPRT56678O.pdf","140.6 MB","","0 B","","0 B","","0 B","","0 B"," Recommendations, Legislative Histories of the Bills, and Digests of the Enactments) PREPARED IN THE EGISLATIVE REFERENCE SERVICE OF THE LIBRARY OF CONGRESS FOR THE COMMITTEE ON LABOR AND PUBLIC WELFARE Printed for the use of the Committee on Labor and Public Welfare 56-678 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1966 For sale by the ...","","1966-03-01"
"659","Congressional Committee Prints","CPRT-95HPRT37149O","CPRT-95HPRT37149O","Oversight of energy development and aerospace technology in the Pacific Basin: to the Committee on Science and Technology, U.S. House of Representatives, Ninety-fifth Congress, second session.","https://www.govinfo.gov/app/details/CPRT-95HPRT37149O/CPRT-95HPRT37149O","https://www.govinfo.gov/content/pkg/CPRT-95HPRT37149O/pdf/CPRT-95HPRT37149O.pdf","56.9 MB","","0 B","","0 B","","0 B","","0 B"," IN THE PACIFIC BASIN TO THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS SECOND SESSION Serial UUU DECEMBER 1978 Printed for the use of the Committee on Science and Technology 37-149 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1978 COMMITTEE ON SCIENCE AND TECHNOLOGY OLIN E. TEAGUE, Texas, ...","","1978-12-01"
"660","Congressional Committee Prints","CPRT-87SPRT68702","CPRT-87SPRT68702","Supplement to Cumulative index to published hearings and reports of the Subcommittee to Investigate the Administration of the Internal Security Act and Other Internal Security Laws of the Committee on the Judiciary, United States Senate, 1956-1960.","https://www.govinfo.gov/app/details/CPRT-87SPRT68702/CPRT-87SPRT68702","https://www.govinfo.gov/content/pkg/CPRT-87SPRT68702/pdf/CPRT-87SPRT68702.pdf","232.4 MB","","0 B","","0 B","","0 B","","0 B"," REPORTS OF THE 3MMITTEE TO INVESTIGATE THE NISTRATION OF THE INTERNAL RITY ACT AND OTHER INTERNAL SECURITY LAWS OF THE COMMITTEE ON THE JUDICIARY UNITED STATES SENATE 1956-1960 Printed for the use of the Committee on the Judiciary 87th Congress 1 2d Session J COMMITTEE PRINT SUPPLEMENT TO CUMULATIVE INDEX TO PUBLISHED HEARINGS AND REPORTS OF THE ...","","1962-01-01"
"661","Congressional Committee Prints","CPRT-93SPRT41644O","CPRT-93SPRT41644O","Crisis on Cyprus, 1974: a study mission report prepared for the use of the Subcommittee to Investigate Problems Connected With Refugees and Escapees of the Committee on the Judiciary, United States Senate, Ninety-third Congress, second session.","https://www.govinfo.gov/app/details/CPRT-93SPRT41644O/CPRT-93SPRT41644O","https://www.govinfo.gov/content/pkg/CPRT-93SPRT41644O/pdf/CPRT-93SPRT41644O.pdf","60.0 MB","","0 B","","0 B","","0 B","","0 B"," THE USE OF THE 3MMITTEE TO INVESTIGATE PROBLEMS ECTED WITH REFUGEES AND ESCAPEES OF THE 3MMITTEE ON THE JUDICIARY UNITED STATES SENATE NINETY-THIRD CONGRESS SECOND SESSION OCTOBER 14, 1974 41-644 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1974 For sale by the Superintendent of Documents, U.S. Government Printing Office, Washington, D.C., ...","","1974-10-14"
"662","Congressional Committee Prints","CPRT-92HPRT67244Ob2","CPRT-92HPRT67244Ob2","United States-Vietnam relations, 1945-1967. Book 2 of 12: study prepared by the Department of Defense.","https://www.govinfo.gov/app/details/CPRT-92HPRT67244Ob2/CPRT-92HPRT67244Ob2","https://www.govinfo.gov/content/pkg/CPRT-92HPRT67244Ob2/pdf/CPRT-92HPRT67244Ob2.pdf","326.9 MB","","0 B","","0 B","","0 B","","0 B","OF DEFENSE / BOOK 2 OF 12 Printed for the use of the House Committee on Armed Services [COMMITTEE PRINT] UNITED STATES-VIETNAM RELATIONS 1945-1967 STUDY PREPARED BY THE DEPARTMENT OF DEFENSE Printed for the use of the House Committee on Armed Services U.S. GOVERNMENT PRINTING OFFICE 67-244 O WASHINGTON : 1971 For sale by the Superintendent of ...","","1971-01-01"
"663","Congressional Committee Prints","CPRT-94SPRT67106O","CPRT-94SPRT67106O","A contract to perform a survey of the accounting and financial management practices of the District of Columbia government for the Committee on the District of Columbia, United States Senate [pursuant to Senate Resolution 316].","https://www.govinfo.gov/app/details/CPRT-94SPRT67106O/CPRT-94SPRT67106O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT67106O/pdf/CPRT-94SPRT67106O.pdf","93.0 MB","","0 B","","0 B","","0 B","","0 B","i m i uni m u m u iiiii m u m u inn m u lllll H ill Illi Illi A CONTRACT TO PERFORM A SURVEY OF THE ACCOUNTING AND FINANCIAL MANAGEMENT PRACTICES OF THE DISTRICT OF COLUMBIA GOVERNMENT FOR THE COMMITTEE ON THE DISTRICT OF COLUMBIA UNITED STATES SENATE [Pursuant to Senate Resolution 316] Printed for the use of the Committee on the District of ...","","1976-01-01"
"664","Congressional Committee Prints","CPRT-96SPRT59907O","CPRT-96SPRT59907O","Unfairness: views on unfair acts and practices in violation of the Federal Trade Commission Act ...","https://www.govinfo.gov/app/details/CPRT-96SPRT59907O/CPRT-96SPRT59907O","https://www.govinfo.gov/content/pkg/CPRT-96SPRT59907O/pdf/CPRT-96SPRT59907O.pdf","143.3 MB","","0 B","","0 B","","0 B","","0 B"," ACTS AND PRACTICES IN VIOLATION OF THE FEDERAL TRADE COMMISSION ACT Prepared at the Request of Hon. Howard W. Cannon, Chairman COMMITTEE ON COMMERCE, SCIENCE, AND TRANSPORTATION UNITED STATES SENATE □ —— RJ m 00 ——= j M □ □ IT APRIL 1980 Printed for the use of the Committee on Commerce, Science, and Transportation 92d%Tssfon^ } COMMITTEE PRINT ...","","1980-04-01"
"665","Congressional Committee Prints","CPRT-96SPRT66439O","CPRT-96SPRT66439O","Review of U.S. refugee resettlement programs and policies: a report.","https://www.govinfo.gov/app/details/CPRT-96SPRT66439O/CPRT-96SPRT66439O","https://www.govinfo.gov/content/pkg/CPRT-96SPRT66439O/pdf/CPRT-96SPRT66439O.pdf","137.3 MB","","0 B","","0 B","","0 B","","0 B"," A REPORT Prepared at the Request of Senator Edward M. Kennedy, Chairman )MMITTEE ON THE JUDICIARY UNITED STATES SENATE BY THE CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS NINETY-SIXTH CONGRESS SECOND SESSION 66-439 0 U.S. government printing office WASHINGTON: 1980 For sale by the Superintendent of Documents, U.S. Government Printing Office ...","","1980-01-01"
"666","Congressional Committee Prints","CPRT-94SPRT80730O","CPRT-94SPRT80730O","Title 5, United States Code: Government organization and employees prepared by the Committee on Post Office and Civil Service, United States Senate.","https://www.govinfo.gov/app/details/CPRT-94SPRT80730O/CPRT-94SPRT80730O","https://www.govinfo.gov/content/pkg/CPRT-94SPRT80730O/pdf/CPRT-94SPRT80730O.pdf","334.7 MB","","0 B","","0 B","","0 B","","0 B"," Organization and Employees PREPARED BY THE COMMITTEE ON FEBRUARY 1977 Printed for the use of the Committee on Post Office and Civil Service 94th Congress 1 2d Session ) COMMITTEE PRINT NO. 6 TITLE 5, UNITED STATES CODE Government Organization and Employees PREPARED BY THE COMMITTEE ON POST OFFICE AND CIVIL SERVICE UNITED STATES SENATE ...","","1977-02-01"
"667","Congressional Committee Prints","CPRT-95HPRT99455O","CPRT-95HPRT99455O","Energy from the ocean: report prepared for the Subcommittee on Advanced Energy Technologies and Energy Conservation Research, Development and Demonstration of the Committee on Science and Technology, U.S. House of Representatives.","https://www.govinfo.gov/app/details/CPRT-95HPRT99455O/CPRT-95HPRT99455O","https://www.govinfo.gov/content/pkg/CPRT-95HPRT99455O/pdf/CPRT-95HPRT99455O.pdf","205.0 MB","","0 B","","0 B","","0 B","","0 B"," OF THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS SECOND SESSION BY THE SCIENCE POLICY RESEARCH DIVISION CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS Serial CC APRIL 1978 Printed for the use of the Committee on Science and Technology [COMMITTEE PRINT] ENERGY FROM THE OCEAN REPORT PREPARED ...","","1978-04-01"
"668","Congressional Committee Prints","CPRT-93HPRT90224O","CPRT-93HPRT90224O","Laws of the United States relating to water pollution control and environmental quality.","https://www.govinfo.gov/app/details/CPRT-93HPRT90224O/CPRT-93HPRT90224O","https://www.govinfo.gov/content/pkg/CPRT-93HPRT90224O/pdf/CPRT-93HPRT90224O.pdf","270.7 MB","","0 B","","0 B","","0 B","","0 B"," CONTROL AND ENVIRONMENTAL QUALITY (Second Edition) COMPILED BY THE 5 iMMITTEE ON PUBLIC WORKS S. HOUSE OF REPRESENTATIVES MARCH 1973 Printed for the use of the Committee on Public Works 9?d+ Congress | COMMITTEE PRINT1st Session f (93-1) LAWS OF THE UNITED STATES RELATING TO WATER POLLUTION CONTROL AND ENVIRONMENTAL QUALITY (Second Edition) ...","","1973-03-01"
"669","Congressional Committee Prints","CPRT-92HPRT75795OvI","CPRT-92HPRT75795OvI","An inventory of energy research. Volume I: prepared for the Task Force on Energy of the Subcommittee on Science, Research, and Development of the Committee on Science and Astronautics, U.S. House of Representatives, Ninety-second Congress, second session.","https://www.govinfo.gov/app/details/CPRT-92HPRT75795OvI/CPRT-92HPRT75795OvI","https://www.govinfo.gov/content/pkg/CPRT-92HPRT75795OvI/pdf/CPRT-92HPRT75795OvI.pdf","485.0 MB","","0 B","","0 B","","0 B","","0 B"," ENERGY OF THE SUBCOMMITTEE ON SCIENCE, RESEARCH, AND DEVELOPMENT OF THE COMMITTEE ON SCIENCE AND ASTRONAUTICS U.S. HOUSE OF REPRESENTATIVES NINETY-SECOND CONGRESS SECOND SESSION BY OAK RIDGE NATIONAL LABORATORY WITH THE SUPPORT OF THE NATIONAL SCIENCE FOUNDATION VOLUME I Serial R MARCH 1972 Printed for the use of the Committee on Science and ...","","1972-03-01"
"670","Congressional Committee Prints","CPRT-95JPRT99066O","CPRT-95JPRT99066O","Rules adopted by committees of the United States Senate.","https://www.govinfo.gov/app/details/CPRT-95JPRT99066O/CPRT-95JPRT99066O","https://www.govinfo.gov/content/pkg/CPRT-95JPRT99066O/pdf/CPRT-95JPRT99066O.pdf","58.4 MB","","0 B","","0 B","","0 B","","0 B"," by the Committee on Rules and Administration United States Senate and the House Select Committee on Congressional Operations United States House of Representatives Printed for the use of the Committee on Rules and Administration TtsET} COMMITTEE PRINT RULES ADOPTED BY COMMITTEES OF THE UNITED STATES SENATE 95th Congress November 1977 ...","","1977-11-01"
